+------+------------------------------+-----------------------+------------+-----------+--------+--------+---------+
|  id  |             name             |         class         |    mass    | discovery |  year  |  lat   |  long   |
| 542  | Oktibbeha County             | Iron, IAB-ung         | 156.0      | Found     | 1854.0 | 33.5   | -89.0   |
| 543  | Sarepta                      | Iron, IAB-MG          | 14000.0    | Found     | 1854.0 | 48.48  | 44.82   |
| 544  | Tabarz                       | Iron, IAB-MG          | 150.0      | Found     | 1854.0 | 50.88  | 10.52   |
| 545  | Verkhne Udinsk               | Iron, IIIAB           | 18000.0    | Found     | 1854.0 | 54.77  | 113.98  |
| 546  | Avilez                       | H                     | 146.0      | Fell      | 1855.0 | 25.0   | -103.5  |
| 547  | Barranca Blanca              | Iron, IIE-an          | 12000.0    | Found     | 1855.0 | -28.08 | -69.33  |
| 548  | Bremervörde                  | H/L3.9                | 7250.0     | Fell      | 1855.0 | 53.4   | 9.1     |
| 549  | Narraburra                   | Iron, IIIAB           | 32200.0    | Found     | 1855.0 | -34.25 | 147.7   |
| 550  | Oesel                        | L6                    | 6000.0     | Fell      | 1855.0 | 58.5   | 23.0    |
| 551  | Orange River (iron)          | Iron, IIIAB           | 148800.0   | Found     | 1855.0 | -30.0  | 25.0    |
| 552  | Petersburg                   | Eucrite-pmict         | 1800.0     | Fell      | 1855.0 | 35.3   | -86.63  |
| 553  | Sabetmahet                   | H5                    | 1250.0     | Fell      | 1855.0 | 27.43  | 82.08   |
| 554  | St. Denis Westrem            | L6                    | 700.0      | Fell      | 1855.0 | 51.05  | 3.75    |
| 555  | Denton County                | Iron, IIIAB           | 5400.0     | Found     | 1856.0 | 33.0   | -97.0   |
| 556  | Fort Pierre                  | Iron, IIIAB           | 15900.0    | Found     | 1856.0 | 44.35  | -100.38 |
| 557  | Hainholz                     | Mesosiderite-A4       | 16500.0    | Found     | 1856.0 | 52.28  | 8.92    |
| 558  | Nelson County                | Iron, IIIF            | 73030.0    | Found     | 1856.0 | 37.75  | -85.5   |
| 559  | Oviedo                       | H5                    | 205.0      | Fell      | 1856.0 | 43.4   | -5.87   |
| 560  | Trenzano                     | H3/4                  | 11800.0    | Fell      | 1856.0 | 45.47  | 10.0    |
| 561  | Heredia                      | H5                    | 1000.0     | Fell      | 1857.0 | 10.0   | -84.1   |
| 562  | Kaba                         | CV3                   | 3000.0     | Fell      | 1857.0 | 47.35  | 21.3    |
| 563  | Laurens County               | Iron, ungrouped       | 2150.0     | Found     | 1857.0 | 34.5   | -82.03  |
| 564  | Les Ormes                    | L6                    | 125.0      | Fell      | 1857.0 | 48.35  | 3.25    |
| 565  | Locust Grove                 | Iron, IIAB            | 10000.0    | Found     | 1857.0 | 33.33  | -84.1   |
| 566  | Mincy                        | Mesosiderite-B4       | 89400.0    | Found     | 1857.0 | 36.55  | -93.1   |
| 567  | Ohaba                        | H5                    | 16250.0    | Fell      | 1857.0 | 46.07  | 23.58   |
| 568  | Parnallee                    | LL3.6                 | 77600.0    | Fell      | 1857.0 | 9.23   | 78.35   |
| 569  | Quenggouk                    | H4                    | 6045.0     | Fell      | 1857.0 | 17.77  | 95.18   |
| 570  | Stavropol                    | L6                    | 1500.0     | Fell      | 1857.0 | 45.05  | 41.98   |
| 571  | Augusta County               | Iron, IIIAB           | 76000.0    | Found     | 1858.0 | 38.17  | -79.08  |
| 572  | Ausson                       | L5                    | 50000.0    | Fell      | 1858.0 | 43.08  | 0.58    |
| 573  | Joel's Iron                  | Iron, IIIAB           | 1300.0     | Found     | 1858.0 | -24.0  | -69.0   |
| 574  | Kakowa                       | L6                    | 577.0      | Fell      | 1858.0 | 45.13  | 21.67   |
| 575  | Molina                       | H5                    | 144000.0   | Fell      | 1858.0 | 38.12  | -1.17   |
| 576  | Trenton                      | Iron, IIIAB           | 505000.0   | Found     | 1858.0 | 43.37  | -88.13  |
| 577  | Wooster                      | Iron, IAB-sLL         | 22700.0    | Found     | 1858.0 | 40.77  | -81.95  |
| 578  | Zmenj                        | Howardite             | 246.0      | Fell      | 1858.0 | 51.83  | 26.83   |
| 579  | Bethlehem                    | H                     | 13.9       | Fell      | 1859.0 | 42.53  | -73.83  |
| 580  | Beuste                       | L5                    | 2000.0     | Fell      | 1859.0 | 43.22  | -0.23   |
| 581  | Harrison County              | L6                    | 680.0      | Fell      | 1859.0 | 38.25  | -86.17  |
| 582  | Pampanga                     | L5                    | 10500.0    | Fell      | 1859.0 | 15.08  | 120.7   |
| 583  | Tombigbee River              | Iron, IIG             | 43000.0    | Found     | 1859.0 | 32.23  | -88.2   |
| 584  | Alessandria                  | H5                    | 908.0      | Fell      | 1860.0 | 44.88  | 8.75    |
| 585  | Cleveland                    | Iron, IIIAB           | 115000.0   | Found     | 1860.0 | 34.88  | -84.78  |
| 586  | Coopertown                   | Iron, IIIE            | 16800.0    | Found     | 1860.0 | 36.43  | -87.0   |
| 587  | Dhurmsala                    | LL6                   | 32000.0    | Fell      | 1860.0 | 32.23  | 76.47   |
| 588  | Kheragur                     | L6                    | 450.0      | Fell      | 1860.0 | 26.95  | 77.88   |
| 589  | Kusiali                      | L6                    | 5.0        | Fell      | 1860.0 | 29.68  | 78.38   |
| 590  | La Grange                    | Iron, IVA             | 50800.0    | Found     | 1860.0 | 38.4   | -85.37  |
| 591  | Marshall County              | Iron, IIIAB           | 6800.0     | Found     | 1860.0 | 37.0   | -88.25  |
| 592  | New Concord                  | L6                    | 230000.0   | Fell      | 1860.0 | 40.0   | -81.77  |
| 593  | Sologne                      | H5                    | 54.0       | Fell      | 1860.0 | 47.37  | 1.73    |
| 594  | Victoria West                | Iron, IAB-sHL         | 2950.0     | Found     | 1860.0 | -31.7  | 23.75   |
| 595  | Butsura                      | H6                    | 29000.0    | Fell      | 1861.0 | 27.08  | 84.08   |
| 596  | Cañellas                     | H4                    | 945.0      | Fell      | 1861.0 | 41.25  | 1.67    |
| 597  | Grosnaja                     | CV3                   | 3500.0     | Fell      | 1861.0 | 43.67  | 45.38   |
| 598  | Lutschaunig's Stone          | L6                    | 100000.0   | Found     | 1861.0 | -27.0  | -70.0   |
| 599  | Meerut                       | H5                    | 22.0       | Fell      | 1861.0 | 29.02  | 77.8    |
| 600  | Vaca Muerta                  | Mesosiderite-A1       | 3828000.0  | Found     | 1861.0 | -25.75 | -70.5   |
| 601  | Kokomo                       | Iron, IVB             | 1800.0     | Found     | 1862.0 | 40.48  | -86.37  |
| 602  | Menow                        | H4                    | 10500.0    | Fell      | 1862.0 | 53.18  | 13.15   |
| 603  | Sevilla                      | LL4                   | 180.0      | Fell      | 1862.0 | 37.42  | -6.0    |
| 604  | Bacubirito                   | Iron, ungrouped       | 22000000.0 | Found     | 1863.0 | 26.2   | -107.83 |
| 605  | Buschhof                     | L6                    | 5000.0     | Fell      | 1863.0 | 46.45  | 25.78   |
| 606  | Copiapo                      | Iron, IAB-MG          | 20000.0    | Found     | 1863.0 | -27.3  | -70.4   |
| 607  | Manbhoom                     | LL6                   | 1700.0     | Fell      | 1863.0 | 23.05  | 86.7    |
| 608  | Obernkirchen                 | Iron, IVA             | 41000.0    | Found     | 1863.0 | 52.27  | 9.1     |
| 609  | Pillistfer                   | EL6                   | 23250.0    | Fell      | 1863.0 | 58.67  | 25.73   |
| 610  | Pulsora                      | H5                    | 560.0      | Fell      | 1863.0 | 23.37  | 75.18   |
| 611  | Russel Gulch                 | Iron, IIIAB           | 13200.0    | Found     | 1863.0 | 39.8   | -105.5  |
| 612  | Shytal                       | L6                    | 3200.0     | Fell      | 1863.0 | 24.33  | 90.17   |
| 613  | Smith's Mountain             | Iron, IIIAB           | 5000.0     | Found     | 1863.0 | 36.42  | -80.0   |
| 614  | St. Francois County          | Iron, IC              | 3600.0     | Found     | 1863.0 | 37.75  | -90.5   |
| 615  | Tomhannock Creek             | H5                    | 1500.0     | Found     | 1863.0 | 42.88  | -73.6   |
| 616  | Tourinnes-la-Grosse          | L6                    | 14500.0    | Fell      | 1863.0 | 50.78  | 4.77    |
| 617  | Wabar                        | Iron, IIIAB           | 2550000.0  | Found     | 1863.0 | 21.5   | 50.47   |
| 618  | Wairarapa Valley             | H6                    | 6000.0     | Found     | 1863.0 | -41.32 | 175.13  |
| 619  | Dolgovoli                    | L6                    | 1600.0     | Fell      | 1864.0 | 50.75  | 25.3    |
| 620  | Nerft                        | L6                    | 10250.0    | Fell      | 1864.0 | 56.5   | 21.5    |
| 621  | Orgueil                      | CI1                   | 14000.0    | Fell      | 1864.0 | 43.88  | 1.38    |
| 622  | Tamentit                     | Iron, IIIAB           | 510000.0   | Found     | 1864.0 | 27.72  | -0.25   |
| 623  | Aumale                       | L6                    | 50000.0    | Fell      | 1865.0 | 36.17  | 3.67    |
| 624  | Dellys                       | Iron                  | 76.0       | Found     | 1865.0 | 36.92  | 3.92    |
| 625  | Dundrum                      | H5                    | 2270.0     | Fell      | 1865.0 | 52.55  | -8.03   |
| 626  | Gopalpur                     | H6                    | 1600.0     | Fell      | 1865.0 | 24.23  | 89.05   |
| 627  | Muddoor                      | L5                    | 4400.0     | Fell      | 1865.0 | 12.63  | 77.02   |
| 628  | Shergotty                    | Martian (shergottite) | 5000.0     | Fell      | 1865.0 | 24.55  | 84.83   |
| 629  | Supuhee                      | H6                    | 7235.0     | Fell      | 1865.0 | 26.72  | 84.22   |
| 630  | Vernon County                | H6                    | 1500.0     | Fell      | 1865.0 | 43.5   | -91.17  |
| 631  | Bear Creek                   | Iron, IIIAB           | 227000.0   | Found     | 1866.0 | 39.6   | -105.3  |
| 632  | Cangas de Onis               | H5                    | 34000.0    | Fell      | 1866.0 | 43.38  | -5.15   |
| 633  | Dehesa                       | Iron, ungrouped       | 280.0      | Found     | 1866.0 | -33.5  | -70.5   |
| 634  | Frankfort (iron)             | Iron, IIIAB           | 10900.0    | Found     | 1866.0 | 38.2   | -84.83  |
| 635  | Jamkheir                     | H6                    | 22.0       | Fell      | 1866.0 | 18.75  | 75.33   |
| 636  | Juncal                       | Iron, IIIAB           | 104000.0   | Found     | 1866.0 | -26.0  | -69.25  |
| 637  | Knyahinya                    | L/LL5                 | 500000.0   | Fell      | 1866.0 | 48.9   | 22.4    |
| 638  | Pokhra                       | H5                    | 350.0      | Fell      | 1866.0 | 26.72  | 82.67   |
| 639  | Rushville                    | L5                    | 50.0       | Found     | 1866.0 | 39.62  | -85.45  |
| 640  | Sone                         | H5                    | 17100.0    | Fell      | 1866.0 | 35.17  | 135.33  |
| 641  | St. Mesmin                   | LL6                   | 8300.0     | Fell      | 1866.0 | 48.45  | 3.93    |
| 642  | Udipi                        | H5                    | 3600.0     | Fell      | 1866.0 | 13.48  | 74.78   |
| 643  | Auburn                       | Iron, IIG             | 3630.0     | Found     | 1867.0 | 32.63  | -85.5   |
| 644  | Ballarat                     | Iron, IAB complex     | 15.0       | Found     | 1867.0 | -37.57 | 143.83  |
| 645  | Cacaria                      | Iron, IIIAB           | 41400.0    | Found     | 1867.0 | 24.5   | -104.8  |
| 646  | Casas Grandes                | Iron, IIIAB           | 1545000.0  | Found     | 1867.0 | 30.4   | -107.8  |
| 647  | Khetri                       | H6                    | 100.0      | Fell      | 1867.0 | 28.02  | 75.82   |
| 648  | Otomi                        | H                     | 6510.0     | Fell      | 1867.0 | 38.4   | 140.35  |
| 649  | Scottsville                  | Iron, IIAB            | 10000.0    | Found     | 1867.0 | 36.77  | -86.17  |
| 650  | Tadjera                      | L5                    | 9000.0     | Fell      | 1867.0 | 36.18  | 5.42    |
| 651  | Daniel's Kuil                | EL6                   | 1064.0     | Fell      | 1868.0 | -28.2  | 24.57   |
| 652  | Danville                     | L6                    | 2000.0     | Fell      | 1868.0 | 34.4   | -87.07  |
| 653  | Frankfort (stone)            | Howardite             | 650.0      | Fell      | 1868.0 | 34.48  | -87.83  |
| 654  | Goalpara                     | Ureilite              | 2700.0     | Found     | 1868.0 | 26.17  | 90.6    |
| 655  | Lodran                       | Lodranite             | 1000.0     | Fell      | 1868.0 | 29.53  | 71.8    |
| 656  | Losttown                     | Iron, IID             | 3000.0     | Found     | 1868.0 | 34.25  | -84.5   |
| 657  | Moti-ka-nagla                | H6                    | 1500.0     | Fell      | 1868.0 | 26.83  | 77.33   |
| 658  | Motta di Conti               | H4                    | 9150.0     | Fell      | 1868.0 | 45.2   | 8.5     |
| 659  | Mount Vernon                 | Pallasite, PMG        | 159000.0   | Found     | 1868.0 | 36.93  | -87.4   |
| 660  | Ornans                       | CO3.4                 | 6000.0     | Fell      | 1868.0 | 47.12  | 6.15    |
| 661  | Pevensey                     | LL5                   | 4300.0     | Found     | 1868.0 | -34.78 | 144.67  |
| 662  | Pnompehn                     | L6                    | 96.0       | Fell      | 1868.0 | 11.58  | 104.92  |
| 663  | Pultusk                      | H5                    | 250000.0   | Fell      | 1868.0 | 52.77  | 21.27   |
| 664  | San Francisco del Mezquital  | Iron, IIAB            | 7500.0     | Found     | 1868.0 | 23.48  | -104.37 |
| 665  | Sauguis                      | L6                    | 4000.0     | Fell      | 1868.0 | 43.15  | -0.85   |
| 666  | Slavetic                     | H5                    | 1708.0     | Fell      | 1868.0 | 45.68  | 15.6    |
| 667  | Angra dos Reis (stone)       | Angrite               | 1500.0     | Fell      | 1869.0 | -22.97 | -44.32  |
| 668  | Caperr                       | Iron, IIIAB           | 113900.0   | Found     | 1869.0 | -45.28 | -70.48  |
| 669  | Hessle                       | H5                    | 20000.0    | Fell      | 1869.0 | 59.85  | 17.67   |
| 670  | Iron Creek                   | Iron, IIIAB           | 175000.0   | Found     | 1869.0 | 53.0   | -112.0  |
| 671  | Kernouve                     | H6                    | 80000.0    | Fell      | 1869.0 | 48.12  | -3.08   |
| 672  | Krähenberg                   | LL5                   | 16500.0    | Fell      | 1869.0 | 49.33  | 7.46    |
| 673  | Lumpkin                      | L6                    | 340.0      | Fell      | 1869.0 | 32.03  | -84.77  |
| 674  | Salt Lake City               | H5                    | 875.0      | Found     | 1869.0 | 40.92  | -111.67 |
| 675  | Shingle Springs              | Iron, ungrouped       | 39000.0    | Found     | 1869.0 | 38.67  | -120.93 |
| 676  | Staunton                     | Iron, IIIE            | 43500.0    | Found     | 1869.0 | 38.22  | -79.05  |
| 677  | Tjabe                        | H6                    | 20000.0    | Fell      | 1869.0 | -7.08  | 111.53  |
| 678  | Yorktown (New York)          | L5                    | 250.0      | Fell      | 1869.0 | 41.28  | -73.82  |
| 679  | Cabezo de Mayo               | L/LL6                 | 25000.0    | Fell      | 1870.0 | 37.98  | -1.17   |
| 680  | Cincinnati                   | Iron, IIAB            | 1500.0     | Found     | 1870.0 | 39.12  | -84.5   |
| 681  | Ibbenbüren                   | Diogenite             | 2000.0     | Fell      | 1870.0 | 52.28  | 7.7     |
| 682  | Ilimaes (iron)               | Iron, IIIAB           | 51700.0    | Found     | 1870.0 | -26.0  | -70.0   |
| 683  | McKinney                     | L4                    | 150000.0   | Found     | 1870.0 | 33.18  | -96.72  |
| 684  | Nedagolla                    | Iron, ungrouped       | 4500.0     | Fell      | 1870.0 | 18.68  | 83.48   |
| 685  | Bandong                      | LL6                   | 11500.0    | Fell      | 1871.0 | -6.92  | 107.6   |
| 686  | Cuba                         | Iron, IAB?            | 1500.0     | Found     | 1871.0 | 22.0   | -80.0   |
| 687  | Iquique                      | Iron, IVB             | 12500.0    | Found     | 1871.0 | -20.18 | -69.73  |
| 688  | Laborel                      | H5                    | 3833.0     | Fell      | 1871.0 | 44.28  | 5.58    |
| 689  | Oczeretna                    | H4                    | 130.0      | Found     | 1871.0 | 49.32  | 31.52   |
| 690  | Roda                         | Diogenite             | 400.0      | Fell      | 1871.0 | 42.3   | 0.55    |
| 691  | Searsmont                    | H5                    | 5400.0     | Fell      | 1871.0 | 44.37  | -69.2   |
| 692  | Dyalpur                      | Ureilite              | 300.0      | Fell      | 1872.0 | 26.25  | 82.0    |
| 693  | Lancé                        | CO3.5                 | 51700.0    | Fell      | 1872.0 | 47.7   | 1.07    |
| 694  | Nenntmannsdorf               | Iron, IIAB            | 12500.0    | Found     | 1872.0 | 50.97  | 13.95   |
| 695  | Orvinio                      | H6                    | 3400.0     | Fell      | 1872.0 | 42.13  | 12.93   |
| 696  | Santa Apolonia               | Iron, IIIAB           | 1316000.0  | Found     | 1872.0 | 19.22  | -98.3   |
| 697  | Tennasilm                    | L4                    | 28500.0    | Fell      | 1872.0 | 58.03  | 26.95   |
| 698  | Aleppo                       | L6                    | 3200.0     | Fell      | 1873.0 | 36.23  | 37.13   |
| 699  | Chulafinnee                  | Iron, IIIAB           | 16220.0    | Found     | 1873.0 | 33.5   | -85.67  |
| 700  | Duel Hill (1873)             | Iron, IAB-MG          | 11300.0    | Found     | 1873.0 | 35.85  | -82.7   |
| 701  | Jhung                        | L5                    | 5900.0     | Fell      | 1873.0 | 31.3   | 72.38   |
| 702  | Khairpur                     | EL6                   | 13600.0    | Fell      | 1873.0 | 29.53  | 72.3    |
| 703  | Paneth's Iron                | Iron, IIIE            | 150000.0   | Found     | 1873.0 | NULL   | NULL    |
| 704  | Santa Barbara                | L4                    | 400.0      | Fell      | 1873.0 | -29.2  | -51.87  |
| 705  | Ssyromolotovo                | Iron, IIIAB           | 217000.0   | Found     | 1873.0 | 58.62  | 98.93   |
| 706  | Virba                        | L6                    | 3600.0     | Fell      | 1873.0 | 43.53  | 22.63   |
| 707  | Waconda                      | L6                    | 50000.0    | Found     | 1873.0 | 39.33  | -98.17  |
| 708  | Butler                       | Iron, ungrouped       | 41000.0    | Found     | 1874.0 | 38.3   | -94.37  |
| 709  | Cachiyuyal                   | Iron, IIIE            | 2500.0     | Found     | 1874.0 | -25.0  | -69.5   |
| 710  | Castalia                     | H5                    | 7300.0     | Fell      | 1874.0 | 36.08  | -78.07  |
| 711  | Coolac                       | Iron, IAB-MG          | 19280.0    | Found     | 1874.0 | -34.97 | 148.13  |
| 712  | Kerilis                      | H5                    | 5000.0     | Fell      | 1874.0 | 48.4   | -3.3    |
| 713  | Sevrukovo                    | L5                    | 101000.0   | Fell      | 1874.0 | 50.62  | 36.6    |
| 714  | Alexander County             | Iron, IAB complex     | 192.0      | Found     | 1875.0 | 35.75  | -81.25  |
| 715  | Canyon City                  | Iron, IIIAB           | 8600.0     | Found     | 1875.0 | 40.9   | -123.1  |
| 716  | Feid Chair                   | H4                    | 380.0      | Fell      | 1875.0 | 36.88  | 8.45    |
| 717  | Homestead                    | L5                    | 230000.0   | Fell      | 1875.0 | 41.8   | -91.87  |
| 718  | Mejillones                   | Iron, IIAB            | 14830.0    | Found     | 1875.0 | -23.1  | -70.5   |
| 719  | Mornans                      | H5                    | 1300.0     | Fell      | 1875.0 | 44.6   | 5.13    |
| 720  | Nagaria                      | Eucrite-cm            | 20.0       | Fell      | 1875.0 | 26.98  | 78.22   |
| 721  | North Chile                  | Iron, IIAB            | 300000.0   | Found     | 1875.0 | -23.0  | -69.0   |
| 722  | Santa Catharina              | Iron, IAB-ung         | 7000000.0  | Found     | 1875.0 | -26.22 | -48.6   |
| 723  | Serrania de Varas            | Iron, IVA             | 1500.0     | Found     | 1875.0 | -24.55 | -69.07  |
| 724  | Sitathali                    | H5                    | 1600.0     | Fell      | 1875.0 | 20.92  | 82.58   |
| 725  | Yardea                       | Iron, IAB-MG          | 3290.0     | Found     | 1875.0 | -32.45 | 135.55  |
| 726  | Zsadany                      | H5                    | 552.0      | Fell      | 1875.0 | 46.93  | 21.5    |
| 727  | Babb's Mill (Blake's Iron)   | Iron, ungrouped       | 136000.0   | Found     | 1876.0 | 36.3   | -82.88  |
| 728  | Judesegeri                   | H6                    | 680.0      | Fell      | 1876.0 | 12.85  | 76.8    |
| 729  | Mantos Blancos               | Iron, IVA             | 10300.0    | Found     | 1876.0 | -23.45 | -70.12  |
| 730  | Nochtuisk                    | Iron                  | 8.0        | Found     | 1876.0 | 59.98  | 117.58  |
| 731  | Rochester                    | H6                    | 340.0      | Fell      | 1876.0 | 41.08  | -86.28  |
| 732  | Rowton                       | Iron, IIIAB           | 3500.0     | Fell      | 1876.0 | 52.77  | -2.52   |
| 733  | Ställdalen                   | H5                    | 34000.0    | Fell      | 1876.0 | 59.93  | 14.95   |
| 734  | Vavilovka                    | LL6                   | 1932.0     | Fell      | 1876.0 | 46.15  | 32.83   |
| 735  | Verkhne Dnieprovsk           | Iron, IIE             | 70.0       | Found     | 1876.0 | 48.63  | 34.37   |
| 736  | Bhagur                       | L6                    | 18.0       | Fell      | 1877.0 | 20.88  | 74.83   |
| 737  | Casey County                 | Iron, IAB-MG          | 723.0      | Found     | 1877.0 | 37.25  | -85.0   |
| 738  | Cronstad                     | H5                    | 3650.0     | Fell      | 1877.0 | -27.7  | 27.3    |
| 739  | Cynthiana                    | L/LL4                 | 6000.0     | Fell      | 1877.0 | 38.4   | -84.25  |
| 740  | Hungen                       | H6                    | 112.0      | Fell      | 1877.0 | 50.3   | 8.92    |
| 741  | Jodzie                       | Howardite             | 30.0       | Fell      | 1877.0 | 55.7   | 24.4    |
| 742  | Mühlau                       | OC                    | 5.0        | Found     | 1877.0 | 47.28  | 11.42   |
| 743  | Soko-Banja                   | LL4                   | 80000.0    | Fell      | 1877.0 | 43.67  | 21.87   |
| 744  | Warrenton                    | CO3.7                 | 1600.0     | Fell      | 1877.0 | 38.68  | -91.15  |
| 745  | Bluff (a)                    | L5                    | 153300.0   | Found     | 1878.0 | 29.88  | -96.87  |
| 746  | Dandapur                     | L6                    | 5650.0     | Fell      | 1878.0 | 26.92  | 83.97   |
| 747  | Haraiya                      | Eucrite-mmict         | 1000.0     | Fell      | 1878.0 | 26.8   | 82.53   |
| 748  | La Charca                    | OC                    | 399.0      | Fell      | 1878.0 | 20.67  | -101.28 |
| 749  | Lujan                        | Iron                  | 50.0       | Found     | 1878.0 | -34.67 | -59.37  |
| 750  | Mern                         | L6                    | 4000.0     | Fell      | 1878.0 | 55.05  | 12.07   |
| 751  | Rakovka                      | L6                    | 9000.0     | Fell      | 1878.0 | 52.98  | 37.03   |
| 752  | Tieschitz                    | H/L3.6                | 28000.0    | Fell      | 1878.0 | 49.6   | 17.12   |
| 753  | York (iron)                  | Iron, IIIAB           | 835.0      | Found     | 1878.0 | 40.75  | -97.5   |
| 754  | Campo de Pucara (iron)       | Iron                  | 41.0       | Found     | 1879.0 | -27.67 | -67.12  |
| 755  | Dalton                       | Iron, IIIAB           | 53000.0    | Found     | 1879.0 | 34.8   | -84.98  |
| 756  | Densmore (1879)              | L6                    | 37200.0    | Found     | 1879.0 | 39.65  | -99.68  |
| 757  | Estherville                  | Mesosiderite-A3/4     | 320000.0   | Fell      | 1879.0 | 43.42  | -94.83  |
| 758  | Gnadenfrei                   | H5                    | 1750.0     | Fell      | 1879.0 | 50.67  | 16.77   |
| 759  | Itapicuru-Mirim              | H5                    | 2024.0     | Fell      | 1879.0 | -3.4   | -44.33  |
| 760  | Kalumbi                      | L6                    | 4500.0     | Fell      | 1879.0 | 17.83  | 73.98   |
| 761  | La Bécasse                   | L6                    | 2800.0     | Fell      | 1879.0 | 47.08  | 1.75    |
| 762  | Lick Creek                   | Iron, IIAB            | 1240.0     | Found     | 1879.0 | 35.67  | -80.25  |
| 763  | Makarewa                     | L6                    | 2300.0     | Found     | 1879.0 | -46.32 | 168.4   |
| 764  | Niagara                      | Iron, IAB-sLL         | 115.0      | Found     | 1879.0 | 48.0   | -97.93  |
| 765  | Nogoya                       | CM2                   | 4000.0     | Fell      | 1879.0 | -32.37 | -59.83  |
| 766  | Tenham                       | L6                    | 160000.0   | Fell      | 1879.0 | -25.73 | 142.95  |
| 767  | Tomatlan                     | H6                    | 900.0      | Fell      | 1879.0 | 20.17  | -105.22 |
| 768  | Aachen                       | L5                    | 21.0       | Fell      | 1880.0 | 50.78  | 6.08    |
| 769  | Andhara                      | Stone-uncl            | 2700.0     | Fell      | 1880.0 | 26.58  | 85.57   |
| 770  | Bingera                      | Iron, IIAB            | 10841.0    | Found     | 1880.0 | -29.88 | 150.57  |
| 771  | Chetrinahatti                | Stone-uncl            | 72.0       | Fell      | 1880.0 | 14.5   | 76.5    |
| 772  | Colfax                       | Iron, IAB-ung         | 2300.0     | Found     | 1880.0 | 35.3   | -81.73  |
| 773  | Eagle Station                | Pallasite, PES        | 36000.0    | Found     | 1880.0 | 38.62  | -84.97  |
| 774  | Greenbrier County            | Iron, IIIAB           | 5000.0     | Found     | 1880.0 | 37.83  | -80.32  |
| 775  | Ivanpah                      | Iron, IIIAB           | 58000.0    | Found     | 1880.0 | 35.33  | -115.32 |
| 776  | Jiapigou                     | Stone-uncl            | NULL       | Found     | 1880.0 | 42.83  | 127.5   |
| 777  | Lexington County             | Iron, IAB-MG          | 4760.0     | Found     | 1880.0 | 34.0   | -81.25  |
| 778  | Muizenberg                   | L6                    | 4610.0     | Found     | 1880.0 | -34.1  | 18.47   |
| 779  | Ratyn                        | Stone-uncl            | 910.0      | Fell      | 1880.0 | 52.2   | 17.98   |
| 780  | Takenouchi                   | H5                    | 720.0      | Fell      | 1880.0 | 35.38  | 134.9   |
| 781  | Veramin                      | Mesosiderite-B2       | 54000.0    | Fell      | 1880.0 | 35.33  | 51.63   |
| 782  | Wittekrantz                  | L5                    | 2200.0     | Fell      | 1880.0 | -32.5  | 23.0    |
| 783  | Admire                       | Pallasite, PMG        | 180000.0   | Found     | 1881.0 | 38.7   | -96.1   |
| 784  | Chilkoot                     | Iron, IIIAB           | 43000.0    | Found     | 1881.0 | 59.33  | -136.0  |
| 785  | Costilla Peak                | Iron, IIIAB           | 35500.0    | Found     | 1881.0 | 36.83  | -105.23 |
| 786  | Grossliebenthal              | L6                    | 8000.0     | Fell      | 1881.0 | 46.35  | 30.58   |
| 787  | Middlesbrough                | L6                    | 1600.0     | Fell      | 1881.0 | 54.57  | -1.17   |
| 788  | Pacula                       | L6                    | 3400.0     | Fell      | 1881.0 | 21.05  | -99.3   |
| 789  | Piquetberg                   | H                     | 37.0       | Fell      | 1881.0 | -32.87 | 18.72   |
| 790  | Smithsonian Iron             | Iron, IIAB            | 3510.0     | Found     | 1881.0 | NULL   | NULL    |
| 791  | Thunda                       | Iron, IIIAB           | 62100.0    | Found     | 1881.0 | -25.7  | 143.05  |
| 792  | Winburg                      | Iron, IC-an           | 50000.0    | Found     | 1881.0 | -28.5  | 27.0    |
| 793  | Brenham                      | Pallasite, PMG-an     | 4300000.0  | Found     | 1882.0 | 37.58  | -99.16  |
| 794  | Fukutomi                     | L5                    | 11620.0    | Fell      | 1882.0 | 33.18  | 130.2   |
| 795  | Hex River Mountains          | Iron, IIAB            | 60000.0    | Found     | 1882.0 | -33.32 | 19.62   |
| 796  | Linville                     | Iron, IAB-sHH         | 442.0      | Found     | 1882.0 | 35.87  | -81.92  |
| 797  | Mocs                         | L5-6                  | 300000.0   | Fell      | 1882.0 | 46.8   | 24.03   |
| 798  | Pavlovka                     | Howardite             | 2000.0     | Fell      | 1882.0 | 52.03  | 43.0    |
| 799  | Pirgunje                     | L6                    | 842.0      | Fell      | 1882.0 | 25.8   | 88.45   |
| 800  | Rancho de la Pila (1882)     | Iron, IIIAB           | 46500.0    | Found     | 1882.0 | 24.12  | -104.3  |
| 801  | San Cristobal                | Iron, IAB-ung         | 5000.0     | Found     | 1882.0 | -23.43 | -69.5   |
| 802  | Adalia                       | Eucrite-mmict         | 1.0        | Found     | 1883.0 | 36.9   | 30.68   |
| 803  | Alfianello                   | L6                    | 228000.0   | Fell      | 1883.0 | 45.27  | 10.15   |
| 804  | Enon                         | Iron, ungrouped       | 763.0      | Found     | 1883.0 | 39.87  | -83.95  |
| 805  | Estacado                     | H6                    | 290000.0   | Found     | 1883.0 | 33.9   | -101.75 |
| 806  | Grand Rapids                 | Iron, ungrouped       | 51700.0    | Found     | 1883.0 | 42.97  | -85.77  |
